A2BBX6,tau,tau_prob,tau_pred,t,t_pred,A,B1,B2,X,rA,rB1,rB2,rX,nA,nB1,nB2,nX,icsd_label
Ca2NbYbO6,4.037938909204232,0.6016056096103722,1,0.8994765925957012,1,Ca,Nb,Yb,O,1.34,0.64,0.868,1.4,2,5,3,-2,1.0
Rb2LiTmCl6,4.0388925523970425,0.6011593256178771,1,0.9490824857751,1,Rb,Li,Tm,Cl,1.72,0.76,0.88,1.81,1,1,3,-1,1.0
Ca2CdTeO6,4.0415535016281225,0.5999132286164092,1,0.8990592020654944,1,Ca,Cd,Te,O,1.34,0.95,0.56,1.4,2,2,6,-2,1.0
Ca2DySbO6,4.045205505720883,0.5982010651539521,1,0.8986421987250188,1,Ca,Dy,Sb,O,1.34,0.912,0.6,1.4,2,3,5,-2,1.0
Rb2LiYbCl6,4.048032983400919,0.5968739297031656,1,0.9512526438980612,1,Rb,Li,Yb,Cl,1.72,0.76,0.868,1.81,1,1,3,-1,1.0
Pr2IrNaO6,4.0507419295270894,0.5956011973429123,1,0.8308101998542624,1,Pr,Ir,Na,O,1.179,0.57,1.02,1.4,3,5,1,-2,1.0
Tl2LiTmCl6,4.050863783529879,0.5955439191976083,1,0.9437052478953544,1,Tl,Li,Tm,Cl,1.7,0.76,0.88,1.81,1,1,3,-1,1.0
Rb2LiLuCl6,4.053587059363611,0.5942632065173453,1,0.9525231587821076,1,Rb,Li,Lu,Cl,1.72,0.76,0.861,1.81,1,1,3,-1,1.0
Tl2LiYbCl6,4.0595274688531084,0.591465473868244,1,0.9458631105048708,1,Tl,Li,Yb,Cl,1.7,0.76,0.868,1.81,1,1,3,-1,1.0
Ca2TaTmO6,4.060189591732378,0.5911532989016554,1,0.8969780465051574,1,Ca,Ta,Tm,O,1.34,0.64,0.88,1.4,2,5,3,-2,1.0
Ca2NbTmO6,4.060189591732378,0.5911532989016554,1,0.8969780465051574,1,Ca,Nb,Tm,O,1.34,0.64,0.88,1.4,2,5,3,-2,1.0
Tl2LiLuCl6,4.064807521460619,0.5889742213839532,1,0.9471264270043052,1,Tl,Li,Lu,Cl,1.7,0.76,0.861,1.81,1,1,3,-1,1.0
Eu2HoTaO6,4.065382329767429,0.5887027630861313,1,0.8958966359193761,1,Eu,Ho,Ta,O,1.35,0.9009999999999999,0.64,1.4,2,3,5,-2,1.0
Cs2LiSmBr6,4.075937625807549,0.5837095275054178,1,0.9632103723860741,1,Cs,Li,Sm,Br,1.88,0.76,0.958,1.96,1,1,3,-1,1.0
Ca2ErTaO6,4.079773421365266,0.5818911800230601,1,0.8949065036725822,1,Ca,Er,Ta,O,1.34,0.89,0.64,1.4,2,3,5,-2,1.0
Ca2ErNbO6,4.079773421365266,0.5818911800230601,1,0.8949065036725822,1,Ca,Er,Nb,O,1.34,0.89,0.64,1.4,2,3,5,-2,1.0
Cs2EuLiBr6,4.085772244893324,0.5790435989645318,1,0.9650933142905072,1,Cs,Eu,Li,Br,1.88,0.9470000000000001,0.76,1.96,1,3,1,-1,1.0
Sr2BiEuO6,4.091547455316392,0.5762979065448706,1,0.8911396754248037,1,Sr,Bi,Eu,O,1.44,0.76,0.9470000000000001,1.4,2,5,3,-2,1.0
K2LiTmCl6,4.092707154948659,0.5757460684711274,1,0.9275735342561175,1,K,Li,Tm,Cl,1.64,0.76,0.88,1.81,1,1,3,-1,1.0
Ca2TaYO6,4.100318122562347,0.5721205669512839,1,0.8928445071203412,1,Ca,Ta,Y,O,1.34,0.64,0.9,1.4,2,5,3,-2,1.0
Ca2HoTaO6,4.1024259688932725,0.5711153461648707,1,0.8926388299705784,1,Ca,Ho,Ta,O,1.34,0.9009999999999999,0.64,1.4,2,3,5,-2,1.0
Ca2HoNbO6,4.1024259688932725,0.5711153461648707,1,0.8926388299705784,1,Ca,Ho,Nb,O,1.34,0.9009999999999999,0.64,1.4,2,3,5,-2,1.0
Rb2InLiCl6,4.109041171757959,0.5679575385303638,1,0.9637401303430552,1,Rb,In,Li,Cl,1.72,0.8,0.76,1.81,1,3,1,-1,1.0
Ca2EuSbO6,4.115278542324003,0.5649760664873972,1,0.8914067542908398,1,Ca,Eu,Sb,O,1.34,0.9470000000000001,0.6,1.4,2,3,5,-2,1.0
Cs2DyLiBr6,4.11943362573302,0.5629878950194184,1,0.9711337767368892,1,Cs,Dy,Li,Br,1.88,0.912,0.76,1.96,1,3,1,-1,1.0
Sr2BiSmO6,4.119435246720248,0.5629871190860719,1,0.8889700126470982,1,Sr,Bi,Sm,O,1.44,0.76,0.958,1.4,2,5,3,-2,1.0
Ca2INaO6,4.1218375922090695,0.5618369110234099,1,0.8907919910120186,1,Ca,I,Na,O,1.34,0.53,1.02,1.4,2,7,1,-2,1.0
Ca2CdWO6,4.1218375922090695,0.5618369110234099,1,0.8907919910120186,1,Ca,Cd,W,O,1.34,0.95,0.6,1.4,2,2,6,-2,1.0
Dy2NiRuO6,4.122854985558908,0.5613496467046605,1,0.9237864127481252,1,Dy,Ni,Ru,O,1.19,0.6,0.565,1.4,2,3,5,-2,1.0
Ca2DyNbO6,4.1262597365662215,0.5597183599010137,1,0.8903826196926194,1,Ca,Dy,Nb,O,1.34,0.912,0.64,1.4,2,3,5,-2,1.0
Ca2DyTaO6,4.1262597365662215,0.5597183599010137,1,0.8903826196926194,1,Ca,Dy,Ta,O,1.34,0.912,0.64,1.4,2,3,5,-2,1.0
Cs2HoLiBr6,4.1307694770173615,0.5575562009319098,1,0.9730478551357616,1,Cs,Ho,Li,Br,1.88,0.9009999999999999,0.76,1.96,1,3,1,-1,1.0
Cs2LiYBr6,4.131818198759777,0.5570531725761247,1,0.9732222364718072,1,Cs,Li,Y,Br,1.88,0.76,0.9,1.96,1,1,3,-1,1.0
Cs2LiScCl6,4.133873681884078,0.5560670027762078,1,1.0182337649086284,1,Cs,Li,Sc,Cl,1.88,0.76,0.745,1.81,1,1,3,-1,-1.0
Dy2CuMnO6,4.1391691837553015,0.553524949491354,1,0.9088866318973492,1,Dy,Cu,Mn,O,1.19,0.77,0.46,1.4,2,1,7,-2,1.0
Ca2SbSmO6,4.139764843249125,0.5532388876752247,1,0.8891567601886831,1,Ca,Sb,Sm,O,1.34,0.6,0.958,1.4,2,5,3,-2,1.0
Cs2ErLiBr6,4.142473284506727,0.551937879946261,1,0.9749694936288482,1,Cs,Er,Li,Br,1.88,0.89,0.76,1.96,1,3,1,-1,1.0
Na2TeTiO6,4.147120059048493,0.5497047095466718,1,0.9951212708753936,1,Na,Te,Ti,O,1.39,0.56,0.605,1.4,1,6,4,-2,1.0
Sr2CaUO6,4.151130085090943,0.5477765277978296,1,0.8866151251963775,1,Sr,Ca,U,O,1.44,1.0,0.73,1.4,2,2,6,-2,1.0
Rb2LiScCl6,4.170252749627297,0.5385708008144044,1,0.9740827073516148,1,Rb,Li,Sc,Cl,1.72,0.76,0.745,1.81,1,1,3,-1,1.0
Tl2LiScCl6,4.1773212956977375,0.5351644910194668,1,0.9685638251569879,1,Tl,Li,Sc,Cl,1.7,0.76,0.745,1.81,1,1,3,-1,1.0
K2LiScCl6,4.202826078534104,0.5228660896953604,-1,0.9520071785731078,1,K,Li,Sc,Cl,1.64,0.76,0.745,1.81,1,1,3,-1,1.0
Sr2UYbO6,4.206979141612353,0.5208631691861324,-1,0.8827179158548548,1,Sr,U,Yb,O,1.44,0.73,1.02,1.4,2,6,2,-2,1.0
Ca2EuNbO6,4.21018707175007,0.5193161451895444,-1,0.8832790428316116,1,Ca,Eu,Nb,O,1.34,0.9470000000000001,0.64,1.4,2,3,5,-2,1.0
Ca2EuTaO6,4.21018707175007,0.5193161451895444,-1,0.8832790428316116,1,Ca,Eu,Ta,O,1.34,0.9470000000000001,0.64,1.4,2,3,5,-2,1.0
Ca2IrMnO6,4.2104502674165465,0.5191892235540779,-1,1.0170459739901,1,Ca,Ir,Mn,O,1.34,0.68,0.33,1.4,2,3,5,-2,1.0
Ca2MnRuO6,4.2104502674165465,0.5191892235540779,-1,1.0170459739901,1,Ca,Mn,Ru,O,1.34,0.33,0.68,1.4,2,5,3,-2,1.0
Na2SiUO6,4.210697703522697,0.5190699023998212,-1,1.0039836740511283,1,Na,Si,U,O,1.39,0.4,0.73,1.4,1,4,6,-2,-1.0
Sr2MnRuO6,4.214873899735599,0.5170561329457634,-1,1.054164440194118,1,Sr,Mn,Ru,O,1.44,0.33,0.68,1.4,2,5,3,-2,1.0
Cs2NaTmI6,4.21506963294676,0.5169617562361181,-1,0.9158716403940044,1,Cs,Na,Tm,I,1.88,1.02,0.88,2.2,1,1,3,-1,1.0
Ca2SiTiO6,4.223645373465382,0.5128275129919351,-1,1.0183824338770775,1,Ca,Si,Ti,O,1.34,0.4,0.605,1.4,2,4,4,-2,1.0
Cs2LuNaI6,4.225251557781139,0.5120533822542875,-1,0.9186421484607908,1,Cs,Lu,Na,I,1.88,0.861,1.02,2.2,1,3,1,-1,1.0
Sr2EuMoO6,4.2363579026983205,0.5067026387885138,-1,0.8807821309516644,1,Sr,Eu,Mo,O,1.44,1.17,0.59,1.4,2,2,6,-2,1.0
Eu2CoMnO6,4.236688004728175,0.5065436712347795,-1,1.023444025401582,1,Eu,Co,Mn,O,1.35,0.745,0.255,1.4,2,2,6,-2,1.0
Nd2CoMnO6,4.236688004728175,0.5065436712347795,-1,1.023444025401582,1,Nd,Co,Mn,O,1.35,0.745,0.255,1.4,2,2,6,-2,1.0
Sm2CoMnO6,4.23893146696698,0.5054634014852777,-1,1.01227918148811,1,Sm,Co,Mn,O,1.32,0.745,0.255,1.4,2,2,6,-2,1.0
Ca2NbSmO6,4.239188140528695,0.5053398215607131,-1,0.8810698410419008,1,Ca,Nb,Sm,O,1.34,0.64,0.958,1.4,2,5,3,-2,1.0
Ca2SmTaO6,4.239188140528695,0.5053398215607131,-1,0.8810698410419008,1,Ca,Sm,Ta,O,1.34,0.958,0.64,1.4,2,3,5,-2,1.0
Sr2CoMnO6,4.245313718481601,0.5023914256718638,-1,1.0569385571419974,1,Sr,Co,Mn,O,1.44,0.745,0.255,1.4,2,2,6,-2,1.0
Eu2MnRhO6,4.2506422072752015,0.4998281745163045,-1,1.0247924365022427,1,Eu,Mn,Rh,O,1.35,0.33,0.665,1.4,2,5,3,-2,1.0
Nd2MnRhO6,4.2506422072752015,0.4998281745163045,-1,1.0247924365022427,1,Nd,Mn,Rh,O,1.35,0.33,0.665,1.4,2,5,3,-2,1.0
Sm2MnRhO6,4.252253494757307,0.4990533685019123,-1,1.013612882649491,1,Sm,Mn,Rh,O,1.32,0.33,0.665,1.4,2,5,3,-2,1.0
Cs2InLiBr6,4.25257909555493,0.4988968172730905,-1,0.9909817663344314,1,Cs,In,Li,Br,1.88,0.8,0.76,1.96,1,3,1,-1,1.0
Na2AsNbO6,4.271332717675884,0.4898912584866702,-1,1.0117066253899831,1,Na,As,Nb,O,1.39,0.46,0.64,1.4,1,5,5,-2,-1.0
Ba2MnRuO6,4.27173124086433,0.4897001538344002,-1,1.117265832740949,-1,Ba,Mn,Ru,O,1.61,0.33,0.68,1.4,2,5,3,-2,-1.0
Ba2IrMnO6,4.27173124086433,0.4897001538344002,-1,1.117265832740949,-1,Ba,Ir,Mn,O,1.61,0.68,0.33,1.4,2,3,5,-2,-1.0
Cd2CaTeO6,4.273268869394872,0.4889629268323153,-1,0.8790180628511669,1,Cd,Ca,Te,O,1.31,1.0,0.56,1.4,2,2,6,-2,1.0
Dy2CoMnO6,4.289559823357044,0.481164270416113,-1,0.9638981911963992,1,Dy,Co,Mn,O,1.19,0.745,0.255,1.4,2,2,6,-2,1.0
Na2GeTeO6,4.292861205237355,0.4795868064464802,-1,1.0143074136300605,1,Na,Ge,Te,O,1.39,0.53,0.56,1.4,1,4,6,-2,-1.0
Na2MoSeO6,4.292861205237356,0.4795868064464797,-1,1.0143074136300605,1,Na,Mo,Se,O,1.39,0.59,0.5,1.4,1,6,4,-2,-1.0
K2MoSeO6,4.300284084604475,0.4760440016026566,-1,1.1051951747080229,-1,K,Mo,Se,O,1.64,0.59,0.5,1.4,1,6,4,-2,-1.0
In2MnNiO6,4.306102069826904,0.4732712603524039,-1,0.8161630509217862,-1,In,Mn,Ni,O,0.92,0.53,0.69,1.4,3,4,2,-2,1.0
Cs2NaScI6,4.309790784369406,0.471515244648764,-1,0.9359272237602962,1,Cs,Na,Sc,I,1.88,1.02,0.745,2.2,1,1,3,-1,1.0
Rb2LiVCl6,4.3189122264084565,0.4671798526467932,-1,0.9944569472464196,1,Rb,Li,V,Cl,1.72,0.76,0.64,1.81,1,1,3,-1,1.0
Sr2DyUO6,4.364013620305775,0.4459102262028044,-1,0.8731231558999109,1,Sr,Dy,U,O,1.44,1.07,0.73,1.4,2,2,6,-2,1.0
Tm2NiRuO6,4.376090091957835,0.4402693381716709,-1,0.8881189836844909,1,Tm,Ni,Ru,O,1.09,0.6,0.565,1.4,2,3,5,-2,1.0
Nd2GaMnO6,4.3891733787614164,0.4341875601897296,-1,1.0370899457402696,1,Nd,Ga,Mn,O,1.35,0.62,0.33,1.4,2,3,5,-2,1.0
Sm2MnNiO6,4.401523886515312,0.4284761619899216,-1,1.0271457649278557,1,Sm,Mn,Ni,O,1.32,0.255,0.69,1.4,2,6,2,-2,1.0
Eu2MnNiO6,4.406061923193451,0.4263851623517732,-1,1.0384745785116187,1,Eu,Mn,Ni,O,1.35,0.255,0.69,1.4,2,6,2,-2,1.0
Nd2MnNiO6,4.406061923193451,0.4263851623517732,-1,1.0384745785116187,1,Nd,Mn,Ni,O,1.35,0.255,0.69,1.4,2,6,2,-2,1.0
Dy2MnNiO6,4.416244395506149,0.4217087480930228,-1,0.9780542393982152,1,Dy,Mn,Ni,O,1.19,0.255,0.69,1.4,2,6,2,-2,1.0
Cs2HoLiI6,4.419752017655533,0.4201028789642001,-1,0.9519866910546492,1,Cs,Ho,Li,I,1.88,0.9009999999999999,0.76,2.2,1,3,1,-1,-1.0
Yb2MnNiO6,4.441725229871265,0.4101044803670506,-1,0.9591728834252768,1,Yb,Mn,Ni,O,1.14,0.255,0.69,1.4,2,6,2,-2,1.0
Cs2LiTmI6,4.446118536350991,0.4081185580892485,-1,0.95529657855666,1,Cs,Li,Tm,I,1.88,0.76,0.88,2.2,1,1,3,-1,-1.0
Ca2BiNbO6,4.462327885146281,0.4008310378698837,-1,0.8668781120586757,1,Ca,Bi,Nb,O,1.34,1.03,0.64,1.4,2,3,5,-2,1.0
Ca2BiTaO6,4.462327885146281,0.4008310378698837,-1,0.8668781120586757,1,Ca,Bi,Ta,O,1.34,1.03,0.64,1.4,2,3,5,-2,1.0
Tm2CuMnO6,4.470113361341942,0.3973535886001689,-1,0.8737944839476445,1,Tm,Cu,Mn,O,1.09,0.77,0.46,1.4,2,1,7,-2,1.0
Cs2LiLuI6,4.471234766853009,0.39685395125471984,-1,0.9583111334466412,1,Cs,Li,Lu,I,1.88,0.76,0.861,2.2,1,1,3,-1,-1.0
Pb2SrUO6,4.480982385403731,0.392524399519734,-1,0.8677446274433639,1,Pb,Sr,U,O,1.49,1.18,0.73,1.4,2,2,6,-2,1.0
Tm2MnNiO6,4.482502323414131,0.3918514946254235,-1,0.9402915274523383,1,Tm,Mn,Ni,O,1.09,0.255,0.69,1.4,2,6,2,-2,1.0
Pr2CuTiO6,4.483428427282886,0.3914417849539633,-1,0.7871566054718169,-1,Pr,Cu,Ti,O,0.96,0.77,0.67,1.4,4,1,3,-2,1.0
Tl2NbPO6,4.513709856157476,0.3781709960180712,-1,1.1476602207739774,-1,Tl,Nb,P,O,1.7,0.64,0.38,1.4,1,5,5,-2,-1.0
Cs2LiVBr6,4.5184808949942825,0.3761029515155456,-1,1.0207857292317075,1,Cs,Li,V,Br,1.88,0.76,0.64,1.96,1,1,3,-1,1.0
Ag2AsVO6,4.523383225900087,0.373984659796139,-1,0.9973927229368142,1,Ag,As,V,O,1.28,0.46,0.54,1.4,1,5,5,-2,-1.0
Cs2CrLiBr6,4.56923909188612,0.3545086433187603,-1,1.0256053030241141,1,Cs,Cr,Li,Br,1.88,0.615,0.76,1.96,1,3,1,-1,1.0
Hg2CdSeO6,4.578341757725477,0.3507176509004586,-1,0.861415455258432,1,Hg,Cd,Se,O,1.14,0.95,0.42,1.4,2,2,6,-2,-1.0
K2PSbO6,4.627681740706652,0.33062294431622496,-1,1.137356939051378,-1,K,P,Sb,O,1.64,0.38,0.6,1.4,1,5,5,-2,-1.0
Cs2LiScI6,4.652146107133249,0.32095216381075026,-1,0.9771365511400892,1,Cs,Li,Sc,I,1.88,0.76,0.745,2.2,1,1,3,-1,-1.0
Sr2EuUO6,4.762247772741056,0.2799405715908348,-1,0.8545460674765085,1,Sr,Eu,U,O,1.44,1.17,0.73,1.4,2,2,6,-2,1.0
Ag2PVO6,4.762492297673209,0.27985415216365084,-1,1.0188420288064233,1,Ag,P,V,O,1.28,0.38,0.54,1.4,1,5,5,-2,-1.0
K2PVO6,4.84803080146891,0.25090331803577576,-1,1.1557014058102713,-1,K,P,V,O,1.64,0.38,0.54,1.4,1,5,5,-2,-1.0
Mn2AlSbO6,4.902775369674371,0.2337063431153067,-1,0.8481687438883111,1,Mn,Al,Sb,O,0.96,0.535,0.6,1.4,2,3,5,-2,1.0
Li2MoTeO6,4.9420551405665805,0.2219966110311221,-1,0.8181983702507681,-1,Li,Mo,Te,O,0.92,0.65,0.56,1.4,1,4,6,-2,-1.0
Li2TeWO6,4.965422001417711,0.2152757273821712,-1,0.8161630509217862,-1,Li,Te,W,O,0.92,0.56,0.66,1.4,1,6,4,-2,-1.0
Sr2SmUO6,5.010620928541725,0.20278377534195344,-1,0.8455508457135978,1,Sr,Sm,U,O,1.44,1.22,0.73,1.4,2,2,6,-2,1.0
Li2SnTeO6,5.047336164743925,0.19311875267818546,-1,0.8101173986927358,-1,Li,Sn,Te,O,0.92,0.69,0.56,1.4,1,4,6,-2,-1.0
Li2TeZrO6,5.148586357183775,0.16860446321539227,-1,0.8041606531141127,-1,Li,Te,Zr,O,0.92,0.56,0.72,1.4,1,6,4,-2,-1.0
Mn2GaSbO6,5.236028332104628,0.14979998917937645,-1,0.8302348276618171,1,Mn,Ga,Sb,O,0.96,0.62,0.6,1.4,2,3,5,-2,1.0
Sc2MnNiO6,5.34656283302872,0.12887328722356792,-1,0.7985733299967478,-1,Sc,Mn,Ni,O,0.87,0.53,0.69,1.4,3,4,2,-2,1.0
Mn2FeSbO6,5.369058307219118,0.12497341004023516,-1,0.8251035864525349,1,Mn,Fe,Sb,O,0.96,0.645,0.6,1.4,2,3,5,-2,1.0
Mn2CrSbO6,5.397808609319824,0.12015533817319185,-1,0.8240849400495072,-1,Mn,Cr,Sb,O,0.96,0.49,0.76,1.4,2,5,3,-2,1.0
Mn2SbVO6,5.728569646490444,0.07626795658224618,-1,0.8140351237074399,-1,Mn,Sb,V,O,0.96,0.76,0.54,1.4,2,3,5,-2,1.0
Zn2BiPO6,5.732243720462628,0.07588282611186155,-1,0.8131727983645295,-1,Zn,Bi,P,O,0.9,0.76,0.44,1.4,2,5,3,-2,-1.0
Mg2BiPO6,5.857371647497728,0.06386110277129647,-1,0.8096372644585969,-1,Mg,Bi,P,O,0.89,0.76,0.44,1.4,2,5,3,-2,-1.0
Cu2BiPO6,5.94777305130704,0.05637704440369664,-1,0.7788942716623392,-1,Cu,Bi,P,O,0.77,0.76,0.38,1.4,1,5,5,-2,-1.0
Mn2FeReO6,5.969208639625361,0.05473517253762953,-1,0.8081220356417685,-1,Mn,Fe,Re,O,0.96,0.78,0.55,1.4,2,2,6,-2,1.0
Ni2BNbO6,6.360807407079978,0.03191602760326708,-1,0.7966863464581586,-1,Ni,B,Nb,O,0.69,0.27,0.64,1.4,2,3,5,-2,-1.0
Cu2AsBiO6,6.714249273428132,0.019647787508680133,-1,0.7633938881466708,-1,Cu,As,Bi,O,0.77,0.46,0.76,1.4,1,5,5,-2,-1.0
Mg2AsBiO6,7.446040679626588,0.007249616705637544,-1,0.7822582265300453,-1,Mg,As,Bi,O,0.89,0.58,0.76,1.4,2,3,5,-2,-1.0
Pr2MnNiO6,7.470146260524832,0.007016691569373211,-1,0.7725796312964129,-1,Pr,Mn,Ni,O,0.96,0.83,0.69,1.4,4,2,2,-2,1.0
Li2AlNaF6,7.741804467603853,0.004860190366189677,-1,0.7549182717294102,-1,Li,Al,Na,F,0.92,0.535,1.02,1.33,1,3,1,-1,1.0
Cu2BiVO6,8.146103895559289,0.002821345101466718,-1,0.7484983976462478,-1,Cu,Bi,V,O,0.77,0.76,0.54,1.4,1,5,5,-2,-1.0
Li2CrNaF6,10.154137005596992,0.00019617121251740163,-1,0.7408569302303757,-1,Li,Cr,Na,F,0.92,0.615,1.02,1.33,1,3,1,-1,1.0
Li2GaNaF6,10.372170688162688,0.0001472147835441436,-1,0.7399954686835961,-1,Li,Ga,Na,F,0.92,0.62,1.02,1.33,1,3,1,-1,1.0
Pr2CoMnO6,10.396309606126929,0.00014261184090120005,-1,0.7628672016458294,-1,Pr,Co,Mn,O,0.96,0.745,0.83,1.4,4,2,2,-2,1.0
Li2NaVF6,11.369341157346287,3.97312947165797e-05,-1,0.7365695637359869,-1,Li,Na,V,F,0.92,1.02,0.64,1.33,1,1,3,-1,1.0
Li2FeNaF6,11.655233671241007,2.73131954644286e-05,-1,0.7357180382287777,-1,Li,Fe,Na,F,0.92,0.645,1.02,1.33,1,3,1,-1,1.0
Zn2BiVO6,14.555995222750894,6.148091217874485e-07,-1,0.7443229275647868,-1,Zn,Bi,V,O,0.9,1.03,0.54,1.4,2,3,5,-2,-1.0
Tb2MnNiO6,17.434664531614143,1.4321497386592585e-08,-1,0.7463904912524667,-1,Tb,Mn,Ni,O,0.88,0.83,0.69,1.4,4,2,2,-2,1.0
Pr2MnTiO6,21.271990909770444,9.550613587195768e-11,-1,0.7433282866816266,-1,Pr,Mn,Ti,O,0.96,0.83,0.86,1.4,4,2,2,-2,1.0
Tb2CoMnO6,26.025393132183623,1.9262352159842312e-13,-1,0.7370072965052928,-1,Tb,Co,Mn,O,0.88,0.745,0.83,1.4,4,2,2,-2,1.0
Pr2CuSnO6,179.524747828539,1.7628677614706288e-100,-1,0.7131504288889966,-1,Pr,Cu,Sn,O,0.96,0.73,1.15,1.4,4,2,2,-2,1.0
